0|Abbot|Crater, craters
0|Rabbi Levi O|Satellite Feature
0|Rabbi Levi P|Satellite Feature
0|Rabbi Levi Q|Satellite Feature
0|Rabbi Levi R|Satellite Feature
0|Rabbi Levi S|Satellite Feature
0|Rabbi Levi T|Satellite Feature
0|Rabbi Levi U|Satellite Feature
0|Racah B|Satellite Feature
0|Racah J|Satellite Feature
0|Racah K|Satellite Feature
0|Racah N|Satellite Feature
0|Racah T|Satellite Feature
0|Racah U|Satellite Feature
0|Racah W|Satellite Feature
0|Racah X|Satellite Feature
0|Raimond K|Satellite Feature
0|Raimond Q|Satellite Feature
0|Ramsay U|Satellite Feature
0|Ramsden A|Satellite Feature
0|Ramsden G|Satellite Feature
0|Ramsden H|Satellite Feature
0|Rayet H|Satellite Feature
0|Rayet P|Satellite Feature
0|Rayet Y|Satellite Feature
0|Rayleigh B|Satellite Feature
0|Reiner C|Satellite Feature
0|Reiner E|Satellite Feature
0|Reiner G|Satellite Feature
0|Reiner H|Satellite Feature
0|Reiner K|Satellite Feature
0|Reiner L|Satellite Feature
0|Reiner M|Satellite Feature
0|Reiner N|Satellite Feature
0|Rayleigh C|Satellite Feature
0|Rayleigh D|Satellite Feature
0|Razumov C|Satellite Feature
0|Reaumur A|Satellite Feature
0|Reaumur B|Satellite Feature
0|Reaumur C|Satellite Feature
0|Reaumur D|Satellite Feature
0|Reaumur K|Satellite Feature
0|Reaumur R|Satellite Feature
0|Reaumur W|Satellite Feature
0|Reaumur X|Satellite Feature
0|Reaumur Y|Satellite Feature
2|Regiomontanus A|Satellite Feature
0|Regiomontanus B|Satellite Feature
0|Regiomontanus C|Satellite Feature
0|Regiomontanus E|Satellite Feature
0|Regiomontanus F|Satellite Feature
0|Regiomontanus G|Satellite Feature
0|Regiomontanus H|Satellite Feature
0|Regiomontanus J|Satellite Feature
0|Regiomontanus K|Satellite Feature
0|Regiomontanus L|Satellite Feature
0|Regiomontanus M|Satellite Feature
0|Regiomontanus N|Satellite Feature
0|Regiomontanus R|Satellite Feature
0|Regiomontanus S|Satellite Feature
0|Regiomontanus T|Satellite Feature
0|Regiomontanus U|Satellite Feature
0|Regiomontanus W|Satellite Feature
0|Regiomontanus Y|Satellite Feature
0|Regiomontanus Z|Satellite Feature
0|Regnault C|Satellite Feature
0|Regnault W|Satellite Feature
0|Reichenbach A|Satellite Feature
0|Reichenbach B|Satellite Feature
0|Reichenbach C|Satellite Feature
0|Reichenbach D|Satellite Feature
0|Reichenbach F|Satellite Feature
0|Reichenbach G|Satellite Feature
0|Reichenbach H|Satellite Feature
0|Reichenbach J|Satellite Feature
0|Reichenbach K|Satellite Feature
0|Reichenbach L|Satellite Feature
0|Reichenbach M|Satellite Feature
0|Reichenbach N|Satellite Feature
0|Reichenbach P|Satellite Feature
0|Reichenbach Q|Satellite Feature
0|Reichenbach R|Satellite Feature
0|Reichenbach S|Satellite Feature
0|Reichenbach T|Satellite Feature
0|Reichenbach U|Satellite Feature
0|Reichenbach W|Satellite Feature
0|Reichenbach X|Satellite Feature
0|Reichenbach Y|Satellite Feature
0|Reichenbach Z|Satellite Feature
0|Reimarus A|Satellite Feature
0|Reimarus B|Satellite Feature
0|Reimarus C|Satellite Feature
0|Reimarus F|Satellite Feature
0|Reimarus H|Satellite Feature
0|Reimarus R|Satellite Feature
0|Reimarus S|Satellite Feature
0|Reimarus T|Satellite Feature
0|Reimarus U|Satellite Feature
0|Reiner A|Satellite Feature
0|Reiner Q|Satellite Feature
0|Reiner R|Satellite Feature
0|Reiner S|Satellite Feature
0|Reiner T|Satellite Feature
0|Reiner U|Satellite Feature
0|Reinhold A|Satellite Feature
0|Reinhold B|Satellite Feature
0|Reinhold C|Satellite Feature
0|Reinhold D|Satellite Feature
0|Reinhold F|Satellite Feature
0|Reinhold G|Satellite Feature
0|Reinhold H|Satellite Feature
0|Reinhold N|Satellite Feature
0|Repsold A|Satellite Feature
0|Repsold B|Satellite Feature
0|Repsold C|Satellite Feature
0|Repsold G|Satellite Feature
0|Repsold H|Satellite Feature
0|Repsold N|Satellite Feature
0|Repsold R|Satellite Feature
0|Repsold S|Satellite Feature
0|Repsold T|Satellite Feature
0|Repsold V|Satellite Feature
0|Repsold W|Satellite Feature
0|Rhaeticus A|Satellite Feature
0|Rhaeticus B|Satellite Feature
0|Rhaeticus D|Satellite Feature
0|Rhaeticus E|Satellite Feature
0|Rhaeticus F|Satellite Feature
0|Rhaeticus G|Satellite Feature
0|Rhaeticus H|Satellite Feature
0|Rhaeticus J|Satellite Feature
0|Rhaeticus L|Satellite Feature
0|Rhaeticus M|Satellite Feature
0|Rhaeticus N|Satellite Feature
0|Rheita A|Satellite Feature
0|Rheita B|Satellite Feature
0|Rheita C|Satellite Feature
0|Rheita D|Satellite Feature
0|Rheita E|Satellite Feature
0|Rheita F|Satellite Feature
0|Rheita G|Satellite Feature
0|Rheita H|Satellite Feature
0|Rheita L|Satellite Feature
0|Rheita M|Satellite Feature
0|Rheita N|Satellite Feature
0|Rheita P|Satellite Feature
0|Riccioli C|Satellite Feature
0|Riccioli CA|Satellite Feature
0|Riccioli F|Satellite Feature
0|Riccioli G|Satellite Feature
0|Riccioli H|Satellite Feature
0|Riccioli K|Satellite Feature
0|Riccioli U|Satellite Feature
0|Riccioli Y|Satellite Feature
0|Riccius A|Satellite Feature
0|Riccius B|Satellite Feature
0|Riccius C|Satellite Feature
0|Riccius D|Satellite Feature
0|Riccius E|Satellite Feature
0|Riccius G|Satellite Feature
0|Riccius H|Satellite Feature
0|Riccius J|Satellite Feature
0|Riccius K|Satellite Feature
0|Riccius L|Satellite Feature
0|Riccius M|Satellite Feature
0|Riccius N|Satellite Feature
0|Riccius O|Satellite Feature
0|Riccius P|Satellite Feature
0|Riccius R|Satellite Feature
0|Riccius S|Satellite Feature
0|Riccius T|Satellite Feature
0|Riccius W|Satellite Feature
0|Riccius X|Satellite Feature
0|Riccius Y|Satellite Feature
0|Richardson E|Satellite Feature
0|Richardson W|Satellite Feature
0|Riedel G|Satellite Feature
0|Riedel Q|Satellite Feature
0|Riedel Z|Satellite Feature
0|Riemann B|Satellite Feature
0|Riemann J|Satellite Feature
0|Ritchey A|Satellite Feature
0|Ritchey B|Satellite Feature
0|Ritchey C|Satellite Feature
0|Ritchey D|Satellite Feature
0|Ritchey E|Satellite Feature
0|Ritchey F|Satellite Feature
0|Ritchey J|Satellite Feature
0|Ritchey M|Satellite Feature
0|Ritchey N|Satellite Feature
0|Ritter B|Satellite Feature
0|Ritter C|Satellite Feature
0|Ritter D|Satellite Feature
0|Ritz B|Satellite Feature
0|Ritz J|Satellite Feature
0|Roberts M|Satellite Feature
0|Roberts N|Satellite Feature
0|Roberts P|Satellite Feature
0|Roberts Q|Satellite Feature
0|Roberts R|Satellite Feature
0|Rocca A|Satellite Feature
0|Rocca B|Satellite Feature
0|Rocca C|Satellite Feature
0|Rocca D|Satellite Feature
0|Rocca E|Satellite Feature
0|Rocca F|Satellite Feature
0|Rocca G|Satellite Feature
0|Rocca H|Satellite Feature
0|Rocca J|Satellite Feature
0|Rocca L|Satellite Feature
0|Rosenberger W|Satellite Feature
0|Ross B|Satellite Feature
0|Ross C|Satellite Feature
0|Ross D|Satellite Feature
0|Ross E|Satellite Feature
0|Ross F|Satellite Feature
0|Ross G|Satellite Feature
0|Ross H|Satellite Feature
0|Rosse C|Satellite Feature
0|Rocca M|Satellite Feature
0|Rocca N|Satellite Feature
0|Rocca P|Satellite Feature
0|Rocca Q|Satellite Feature
0|Rocca R|Satellite Feature
0|Rocca S|Satellite Feature
0|Rocca T|Satellite Feature
0|Rocca W|Satellite Feature
0|Rocca Z|Satellite Feature
0|Roche B|Satellite Feature
0|Roche C|Satellite Feature
0|Roche V|Satellite Feature
0|Roche W|Satellite Feature
0|Romer A|Satellite Feature
0|Romer B|Satellite Feature
0|Romer C|Satellite Feature
0|Romer D|Satellite Feature
0|Romer E|Satellite Feature
0|Romer F|Satellite Feature
0|Romer G|Satellite Feature
0|Romer H|Satellite Feature
0|Romer J|Satellite Feature
0|Romer M|Satellite Feature
0|Romer N|Satellite Feature
0|Romer P|Satellite Feature
0|Romer R|Satellite Feature
0|Romer S|Satellite Feature
0|Romer T|Satellite Feature
0|Romer U|Satellite Feature
0|Romer V|Satellite Feature
0|Romer W|Satellite Feature
0|Romer X|Satellite Feature
0|Romer Y|Satellite Feature
0|Romer Z|Satellite Feature
0|Rontgen A|Satellite Feature
0|Rontgen B|Satellite Feature
0|Rosenberger A|Satellite Feature
0|Rosenberger B|Satellite Feature
0|Rosenberger C|Satellite Feature
0|Rosenberger D|Satellite Feature
0|Rosenberger E|Satellite Feature
0|Rosenberger F|Satellite Feature
0|Rosenberger G|Satellite Feature
0|Rosenberger H|Satellite Feature
0|Rosenberger J|Satellite Feature
0|Rosenberger K|Satellite Feature
0|Rosenberger L|Satellite Feature
0|Rosenberger N|Satellite Feature
0|Rosenberger S|Satellite Feature
0|Rosenberger T|Satellite Feature
0|Rost A|Satellite Feature
0|Rost B|Satellite Feature
0|Rost D|Satellite Feature
0|Rost M|Satellite Feature
0|Rost N|Satellite Feature
0|Rothmann A|Satellite Feature
0|Rothmann B|Satellite Feature
0|Rothmann C|Satellite Feature
0|Rothmann D|Satellite Feature
0|Rothmann E|Satellite Feature
0|Rothmann F|Satellite Feature
0|Rothmann G|Satellite Feature
0|Rothmann H|Satellite Feature
0|Rothmann J|Satellite Feature
0|Rothmann K|Satellite Feature
0|Rothmann L|Satellite Feature
0|Rothmann M|Satellite Feature
0|Rothmann W|Satellite Feature
0|Rowland G|Satellite Feature
0|Rowland J|Satellite Feature
0|Rowland K|Satellite Feature
0|Rowland M|Satellite Feature
0|Rowland N|Satellite Feature
0|Rowland R|Satellite Feature
0|Rowland Y|Satellite Feature
0|Rozhdestvenskiy H|Satellite Feature
0|Rozhdestvenskiy K|Satellite Feature
0|Rozhdestvenskiy U|Satellite Feature
0|Rozhdestvenskiy W|Satellite Feature
0|Rumford A|Satellite Feature
0|Rumford B|Satellite Feature
0|Rumford C|Satellite Feature
0|Rumford F|Satellite Feature
0|Rumford Q|Satellite Feature
0|Rumford T|Satellite Feature
0|Rumker C|Satellite Feature
0|Rumker E|Satellite Feature
0|Rumker F|Satellite Feature
0|Rumker H|Satellite Feature
0|Rumker K|Satellite Feature
0|Rumker L|Satellite Feature
0|Rumker S|Satellite Feature
0|Rumker T|Satellite Feature
0|Russell B|Satellite Feature
0|Russell E|Satellite Feature
0|Russell F|Satellite Feature
0|Russell R|Satellite Feature
0|Russell S|Satellite Feature
0|Rutherfurd A|Satellite Feature
0|Rutherfurd B|Satellite Feature
0|Rutherfurd C|Satellite Feature
0|Rutherfurd D|Satellite Feature
0|Rutherfurd E|Satellite Feature
0|Sabine A|Satellite Feature
0|Sabine C|Satellite Feature
0|Sacrobosco A|Satellite Feature
0|Sacrobosco B|Satellite Feature
0|Sacrobosco C|Satellite Feature
0|Sacrobosco D|Satellite Feature
0|Sacrobosco E|Satellite Feature
0|Sacrobosco F|Satellite Feature
0|Sacrobosco G|Satellite Feature
0|Sacrobosco H|Satellite Feature
0|Sacrobosco J|Satellite Feature
0|Sacrobosco K|Satellite Feature
0|Sacrobosco L|Satellite Feature
0|Sacrobosco M|Satellite Feature
0|Sacrobosco N|Satellite Feature
0|Sacrobosco O|Satellite Feature
0|Sacrobosco P|Satellite Feature
0|Sacrobosco Q|Satellite Feature
0|Sacrobosco R|Satellite Feature
0|Sacrobosco S|Satellite Feature
0|Sacrobosco T|Satellite Feature
0|Sacrobosco U|Satellite Feature
0|Sacrobosco V|Satellite Feature
0|Sacrobosco W|Satellite Feature
0|Sacrobosco X|Satellite Feature
0|Saenger B|Satellite Feature
0|Saenger C|Satellite Feature
0|Saenger D|Satellite Feature
0|Saenger P|Satellite Feature
0|Saenger Q|Satellite Feature
0|Saenger R|Satellite Feature
0|Saenger V|Satellite Feature
0|Saenger X|Satellite Feature
0|Safarik A|Satellite Feature
0|Safarik H|Satellite Feature
0|Safarik S|Satellite Feature
0|Saha B|Satellite Feature
0|Saha C|Satellite Feature
0|Saha D|Satellite Feature
0|Saha E|Satellite Feature
0|Saha J|Satellite Feature
0|Saha M|Satellite Feature
0|Saha N|Satellite Feature
0|Saha W|Satellite Feature
0|Sanford C|Satellite Feature
0|Sanford T|Satellite Feature
0|Sanford W|Satellite Feature
0|Sanford Y|Satellite Feature
0|Santbech A|Satellite Feature
0|Santbech B|Satellite Feature
0|Santbech C|Satellite Feature
0|Santbech D|Satellite Feature
0|Santbech E|Satellite Feature
0|Santbech F|Satellite Feature
0|Santbech G|Satellite Feature
0|Santbech H|Satellite Feature
0|Santbech J|Satellite Feature
0|Santbech K|Satellite Feature
0|Santbech L|Satellite Feature
0|Santbech M|Satellite Feature
0|Santbech N|Satellite Feature
0|Santbech P|Satellite Feature
0|Santbech Q|Satellite Feature
0|Santbech R|Satellite Feature
0|Santbech S|Satellite Feature
0|Santbech T|Satellite Feature
0|Santbech U|Satellite Feature
0|Santbech V|Satellite Feature
0|Santbech W|Satellite Feature
0|Santbech X|Satellite Feature
0|Santbech Y|Satellite Feature
0|Santbech Z|Satellite Feature
0|Sarton L|Satellite Feature
0|Sarton Y|Satellite Feature
0|Sarton Z|Satellite Feature
0|Sasserides A|Satellite Feature
0|Sasserides B|Satellite Feature
0|Sasserides D|Satellite Feature
0|Sasserides E|Satellite Feature
0|Sasserides F|Satellite Feature
0|Sasserides H|Satellite Feature
0|Sasserides K|Satellite Feature
0|Sasserides L|Satellite Feature
0|Sasserides M|Satellite Feature
0|Sasserides N|Satellite Feature
0|Sasserides P|Satellite Feature
0|Sasserides S|Satellite Feature
0|Saunder A|Satellite Feature
0|Saunder B|Satellite Feature
0|Saunder C|Satellite Feature
0|Saunder S|Satellite Feature
0|Saunder T|Satellite Feature
0|Saussure A|Satellite Feature
0|Saussure B|Satellite Feature
0|Saussure C|Satellite Feature
0|Saussure CA|Satellite Feature
0|Saussure D|Satellite Feature
0|Saussure E|Satellite Feature
0|Saussure F|Satellite Feature
0|Scaliger U|Satellite Feature
0|Schaeberle S|Satellite Feature
0|Schaeberle U|Satellite Feature
0|Scheiner A|Satellite Feature
0|Scheiner B|Satellite Feature
0|Scheiner C|Satellite Feature
0|Scheiner D|Satellite Feature
0|Scheiner E|Satellite Feature
0|Scheiner F|Satellite Feature
0|Scheiner G|Satellite Feature
0|Scheiner H|Satellite Feature
0|Scheiner J|Satellite Feature
0|Scheiner K|Satellite Feature
0|Scheiner L|Satellite Feature
0|Scheiner M|Satellite Feature
0|Scheiner P|Satellite Feature
0|Scheiner Q|Satellite Feature
0|Scheiner R|Satellite Feature
0|Scheiner S|Satellite Feature
0|Scheiner T|Satellite Feature
0|Scheiner U|Satellite Feature
0|Scheiner V|Satellite Feature
0|Scheiner W|Satellite Feature
0|Scheiner X|Satellite Feature
0|Scheiner Y|Satellite Feature
0|Schiaparelli A|Satellite Feature
0|Schiaparelli C|Satellite Feature
0|Schiaparelli E|Satellite Feature
0|Schickard A|Satellite Feature
0|Schickard B|Satellite Feature
0|Schickard C|Satellite Feature
0|Schickard D|Satellite Feature
0|Schickard E|Satellite Feature
0|Schickard F|Satellite Feature
0|Schickard G|Satellite Feature
0|Schickard H|Satellite Feature
0|Schickard J|Satellite Feature
0|Schickard K|Satellite Feature
0|Schickard L|Satellite Feature
0|Schickard M|Satellite Feature
0|Schickard N|Satellite Feature
0|Schickard P|Satellite Feature
0|Schickard Q|Satellite Feature
0|Schickard R|Satellite Feature
0|Schickard S|Satellite Feature
0|Schickard T|Satellite Feature
0|Schickard W|Satellite Feature
0|Schickard X|Satellite Feature
0|Schickard Y|Satellite Feature
0|Schiller A|Satellite Feature
0|Schiller B|Satellite Feature
0|Schiller C|Satellite Feature
0|Schiller D|Satellite Feature
0|Schiller E|Satellite Feature
0|Schiller F|Satellite Feature
0|Schiller G|Satellite Feature
0|Schiller H|Satellite Feature
0|Schiller J|Satellite Feature
0|Schiller K|Satellite Feature
0|Schiller L|Satellite Feature
0|Schiller M|Satellite Feature
0|Schiller N|Satellite Feature
0|Schiller P|Satellite Feature
0|Schiller R|Satellite Feature
0|Schiller S|Satellite Feature
0|Schiller T|Satellite Feature
0|Schiller W|Satellite Feature
0|Schjellerup H|Satellite Feature
0|Schjellerup J|Satellite Feature
0|Schjellerup N|Satellite Feature
0|Schjellerup R|Satellite Feature
0|Schlesinger A|Satellite Feature
0|Schlesinger B|Satellite Feature
0|Schlesinger M|Satellite Feature
0|Schliemann A|Satellite Feature
0|Schliemann B|Satellite Feature
0|Schliemann G|Satellite Feature
0|Schliemann T|Satellite Feature
0|Schliemann W|Satellite Feature
0|Schluter A|Satellite Feature
0|Schluter P|Satellite Feature
0|Schluter S|Satellite Feature
0|Schluter U|Satellite Feature
0|Schluter V|Satellite Feature
0|Schluter X|Satellite Feature
0|Schluter Z|Satellite Feature
0|Schneller G|Satellite Feature
0|Schneller H|Satellite Feature
0|Schneller L|Satellite Feature
0|Schneller S|Satellite Feature
0|Schomberger A|Satellite Feature
0|Schomberger C|Satellite Feature
0|Schomberger D|Satellite Feature
0|Schomberger F|Satellite Feature
0|Schomberger G|Satellite Feature
0|Schomberger H|Satellite Feature
0|Schomberger J|Satellite Feature
0|Schomberger K|Satellite Feature
0|Schomberger L|Satellite Feature
0|Schomberger X|Satellite Feature
0|Schomberger Y|Satellite Feature
0|Schomberger Z|Satellite Feature
0|Schorr A|Satellite Feature
0|Schorr B|Satellite Feature
0|Schorr C|Satellite Feature
0|Schorr D|Satellite Feature
0|Schrodinger B|Satellite Feature
0|Schrodinger G|Satellite Feature
0|Schrodinger J|Satellite Feature
0|Schrodinger W|Satellite Feature
0|Schroter A|Satellite Feature
0|Schroter C|Satellite Feature
0|Schroter D|Satellite Feature
0|Schroter E|Satellite Feature
0|Schroter F|Satellite Feature
0|Schroter G|Satellite Feature
0|Schroter H|Satellite Feature
0|Schroter J|Satellite Feature
0|Schroter K|Satellite Feature
0|Schroter L|Satellite Feature
0|Schroter M|Satellite Feature
0|Schroter S|Satellite Feature
0|Schroter T|Satellite Feature
0|Schroter U|Satellite Feature
0|Schroter W|Satellite Feature
0|Schubert A|Satellite Feature
0|Schubert C|Satellite Feature
0|Schubert E|Satellite Feature
0|Schubert F|Satellite Feature
0|Schubert G|Satellite Feature
0|Schubert H|Satellite Feature
0|Schubert J|Satellite Feature
0|Schubert K|Satellite Feature
0|Schubert N|Satellite Feature
0|Schubert X|Satellite Feature
0|Schumacher B|Satellite Feature
0|Schuster J|Satellite Feature
0|Schuster K|Satellite Feature
0|Schuster N|Satellite Feature
0|Schuster P|Satellite Feature
0|Schuster Q|Satellite Feature
0|Schuster R|Satellite Feature
0|Schuster Y|Satellite Feature
0|Schwabe C|Satellite Feature
0|Schwabe D|Satellite Feature
0|Schwabe E|Satellite Feature
0|Schwabe F|Satellite Feature
0|Schwabe G|Satellite Feature
0|Schwabe K|Satellite Feature
0|Schwabe U|Satellite Feature
0|Schwabe W|Satellite Feature
0|Schwabe X|Satellite Feature
0|Schwarzschild A|Satellite Feature
0|Schwarzschild D|Satellite Feature
0|Schwarzschild K|Satellite Feature
0|Schwarzschild L|Satellite Feature
0|Schwarzschild Q|Satellite Feature
0|Schwarzschild S|Satellite Feature
0|Schwarzschild T|Satellite Feature
0|Scoresby K|Satellite Feature
0|Scoresby M|Satellite Feature
0|Scoresby P|Satellite Feature
0|Scoresby Q|Satellite Feature
0|Scoresby W|Satellite Feature
0|Scott E|Satellite Feature
0|Scott M|Satellite Feature
0|Seares B|Satellite Feature
0|Seares Y|Satellite Feature
0|Secchi A|Satellite Feature
0|Secchi B|Satellite Feature
0|Secchi G|Satellite Feature
0|Secchi K|Satellite Feature
0|Secchi U|Satellite Feature
0|Secchi X|Satellite Feature
0|Sechenov C|Satellite Feature
0|Sechenov P|Satellite Feature
0|Seeliger A|Satellite Feature
0|Seeliger S|Satellite Feature
0|Seeliger T|Satellite Feature
0|Segers H|Satellite Feature
0|Segers M|Satellite Feature
0|Segers N|Satellite Feature
0|Segner A|Satellite Feature
0|Segner B|Satellite Feature
0|Segner C|Satellite Feature
0|Segner E|Satellite Feature
0|Segner G|Satellite Feature
0|Segner H|Satellite Feature
0|Segner K|Satellite Feature
0|Segner L|Satellite Feature
0|Segner M|Satellite Feature
0|Segner N|Satellite Feature
0|Seidel J|Satellite Feature
0|Seidel M|Satellite Feature
0|Seidel U|Satellite Feature
0|Seleucus A|Satellite Feature
0|Seleucus E|Satellite Feature
0|Seneca A|Satellite Feature
0|Seneca B|Satellite Feature
0|Seneca C|Satellite Feature
0|Seneca D|Satellite Feature
0|Seneca E|Satellite Feature
0|Seneca F|Satellite Feature
0|Seneca G|Satellite Feature
0|Seyfert A|Satellite Feature
0|Sharonov D|Satellite Feature
0|Sharonov F|Satellite Feature
0|Sharonov X|Satellite Feature
0|Sharp A|Satellite Feature
0|Simpelius E|Satellite Feature
0|Simpelius F|Satellite Feature
0|Simpelius G|Satellite Feature
0|Simpelius H|Satellite Feature
0|Simpelius J|Satellite Feature
0|Simpelius K|Satellite Feature
0|Simpelius L|Satellite Feature
0|Sharp B|Satellite Feature
0|Sharp D|Satellite Feature
0|Sharp J|Satellite Feature
0|Sharp K|Satellite Feature
0|Sharp L|Satellite Feature
0|Sharp M|Satellite Feature
0|Sharp U|Satellite Feature
0|Sharp V|Satellite Feature
0|Sharp W|Satellite Feature
0|Shayn B|Satellite Feature
0|Shayn F|Satellite Feature
0|Shayn H|Satellite Feature
0|Shayn Y|Satellite Feature
0|Sheepshanks A|Satellite Feature
0|Sheepshanks B|Satellite Feature
0|Sheepshanks C|Satellite Feature
0|Shi Shen P|Satellite Feature
0|Shi Shen Q|Satellite Feature
0|Short A|Satellite Feature
0|Short B|Satellite Feature
0|Shternberg  Sternberg  C|Satellite Feature
0|Shuckburgh A|Satellite Feature
0|Shuckburgh C|Satellite Feature
0|Shuckburgh E|Satellite Feature
0|Siedentopf F|Satellite Feature
0|Siedentopf G|Satellite Feature
0|Siedentopf H|Satellite Feature
0|Siedentopf M|Satellite Feature
0|Siedentopf Q|Satellite Feature
0|Sierpinski Q|Satellite Feature
0|Sikorsky Q|Satellite Feature
0|Silberschlag A|Satellite Feature
0|Silberschlag D|Satellite Feature
0|Silberschlag E|Satellite Feature
0|Silberschlag G|Satellite Feature
0|Silberschlag P|Satellite Feature
0|Silberschlag S|Satellite Feature
0|Simpelius A|Satellite Feature
0|Simpelius B|Satellite Feature
0|Simpelius C|Satellite Feature
0|Simpelius D|Satellite Feature
0|Simpelius M|Satellite Feature
0|Simpelius N|Satellite Feature
0|Simpelius P|Satellite Feature
0|Sinas A|Satellite Feature
0|Sinas E|Satellite Feature
0|Sinas G|Satellite Feature
0|Sinas H|Satellite Feature
0|Sinas J|Satellite Feature
0|Sinas K|Satellite Feature
0|Sirsalis A|Satellite Feature
0|Sirsalis B|Satellite Feature
0|Sirsalis C|Satellite Feature
0|Sirsalis D|Satellite Feature
0|Sirsalis E|Satellite Feature
0|Sirsalis F|Satellite Feature
0|Sirsalis G|Satellite Feature
0|Sirsalis H|Satellite Feature
0|Sirsalis J|Satellite Feature
0|Sirsalis K|Satellite Feature
0|Sirsalis T|Satellite Feature
0|Sirsalis Z|Satellite Feature
0|Sisakyan C|Satellite Feature
0|Sisakyan D|Satellite Feature
0|Sisakyan E|Satellite Feature
0|Sklodowska A|Satellite Feature
0|Sklodowska D|Satellite Feature
0|Sklodowska J|Satellite Feature
0|Sklodowska R|Satellite Feature
0|Sklodowska Y|Satellite Feature
0|Slipher S|Satellite Feature
0|Smoluchowski F|Satellite Feature
0|Smoluchowski H|Satellite Feature
0|Snellius A|Satellite Feature
0|Snellius B|Satellite Feature
0|Snellius C|Satellite Feature
0|Snellius D|Satellite Feature
0|Snellius E|Satellite Feature
0|Snellius X|Satellite Feature
0|Snellius Y|Satellite Feature
0|Sniadecki F|Satellite Feature
0|Sniadecki J|Satellite Feature
0|Sniadecki Q|Satellite Feature
0|Sniadecki Y|Satellite Feature
0|Soddy E|Satellite Feature
0|Soddy G|Satellite Feature
0|Soddy P|Satellite Feature
0|Soddy Q|Satellite Feature
0|Sommerfeld N|Satellite Feature
0|Sommerfeld V|Satellite Feature
0|Sommering A|Satellite Feature
0|Sommering P|Satellite Feature
0|Sommering R|Satellite Feature
0|Sosigenes A|Satellite Feature
0|Sosigenes B|Satellite Feature
0|Sosigenes C|Satellite Feature
0|South A|Satellite Feature
0|South B|Satellite Feature
0|South C|Satellite Feature
0|South D|Satellite Feature
0|South E|Satellite Feature
0|South F|Satellite Feature
0|South G|Satellite Feature
0|South H|Satellite Feature
0|South K|Satellite Feature
0|South M|Satellite Feature
0|Spallanzani A|Satellite Feature
0|Spallanzani D|Satellite Feature
0|Spallanzani F|Satellite Feature
0|Spallanzani G|Satellite Feature
0|Spencer Jones H|Satellite Feature
0|Spencer Jones J|Satellite Feature
0|Spencer Jones K|Satellite Feature
0|Spencer Jones Q|Satellite Feature
0|Spencer Jones W|Satellite Feature
0|Spitzbergen A|Satellite Feature
0|Spitzbergen C|Satellite Feature
0|Spitzbergen D|Satellite Feature
0|Sporer A|Satellite Feature
0|St  John A|Satellite Feature
0|St  John M|Satellite Feature
0|St  John W|Satellite Feature
0|St  John X|Satellite Feature
0|St  John Y|Satellite Feature
0|Stadius A|Satellite Feature
0|Stadius B|Satellite Feature
0|Stadius C|Satellite Feature
0|Stadius D|Satellite Feature
0|Stadius E|Satellite Feature
0|Stadius F|Satellite Feature
0|Stadius G|Satellite Feature
0|Stadius H|Satellite Feature
0|Stadius J|Satellite Feature
0|Stadius K|Satellite Feature
0|Stadius L|Satellite Feature
0|Stadius M|Satellite Feature
0|Stadius N|Satellite Feature
0|Stadius P|Satellite Feature
0|Stadius Q|Satellite Feature
0|Stadius R|Satellite Feature
0|Stadius S|Satellite Feature
0|Stadius T|Satellite Feature
0|Stadius U|Satellite Feature
0|Stadius W|Satellite Feature
0|Stark R|Satellite Feature
0|Stark V|Satellite Feature
0|Stark Y|Satellite Feature
0|Stebbins C|Satellite Feature
0|Stebbins U|Satellite Feature
0|Stefan L|Satellite Feature
0|Stein C|Satellite Feature
0|Stein K|Satellite Feature
0|Stein L|Satellite Feature
0|Stein M|Satellite Feature
0|Stein N|Satellite Feature
0|Steinheil E|Satellite Feature
0|Steinheil F|Satellite Feature
0|Steinheil G|Satellite Feature
0|Steinheil H|Satellite Feature
0|Steinheil K|Satellite Feature
0|Steinheil X|Satellite Feature
0|Steinheil Y|Satellite Feature
0|Steinheil Z|Satellite Feature
0|Steno N|Satellite Feature
0|Steno Q|Satellite Feature
0|Steno R|Satellite Feature
0|Steno T|Satellite Feature
0|Steno U|Satellite Feature
0|Stetson E|Satellite Feature
0|Stetson G|Satellite Feature
0|Stetson N|Satellite Feature
0|Stetson P|Satellite Feature
0|Stevinus A|Satellite Feature
0|Stevinus B|Satellite Feature
0|Stevinus C|Satellite Feature
0|Stevinus D|Satellite Feature
0|Stevinus E|Satellite Feature
0|Stevinus F|Satellite Feature
0|Stevinus G|Satellite Feature
0|Stevinus H|Satellite Feature
0|Stevinus J|Satellite Feature
0|Stevinus K|Satellite Feature
0|Stevinus L|Satellite Feature
0|Stevinus R|Satellite Feature
0|Stevinus S|Satellite Feature
0|Stiborius A|Satellite Feature
0|Stiborius B|Satellite Feature
0|Stiborius C|Satellite Feature
0|Stiborius D|Satellite Feature
0|Stiborius E|Satellite Feature
0|Stiborius F|Satellite Feature
0|Stiborius G|Satellite Feature
0|Stiborius J|Satellite Feature
0|Stiborius K|Satellite Feature
0|Stiborius L|Satellite Feature
0|Stiborius M|Satellite Feature
0|Stiborius N|Satellite Feature
